initial_position,initial_velocity,mass,time,location 
4550,92,721,6,4925.6
7355,99,677,58,-3386.600000000002
4993,83,520,46,-1557.4000000000015
8396,50,853,32,4978.4
7112,97,532,24,6617.6
3991,31,700,84,-27979.4
7554,29,263,34,2875.5999999999995
7971,46,448,50,-1979.0
9895,55,856,66,-7819.4000000000015
2875,11,112,76,-24591.4
1286,53,120,57,-11613.1
7780,63,732,17,7434.9
2087,34,204,26,-341.4000000000001
9836,47,543,5,9948.5
7433,37,220,67,-12084.100000000002
3296,32,315,56,-10278.400000000001
9662,35,949,32,5764.4
724,26,559,44,-7618.4000000000015
8316,18,611,82,-23155.600000000006
6811,51,515,38,1673.3999999999996
1037,78,695,81,-24793.9
2897,8,497,64,-16661.4
5272,31,642,65,-13415.5
9751,88,752,62,-3628.600000000002
7933,89,908,48,915.3999999999996
3047,10,378,69,-19591.9
1477,4,292,36,-4729.400000000001
6172,26,978,61,-10474.900000000001
5692,31,225,52,-5945.6
5999,6,42,34,538.5999999999995
2904,3,901,37,-3693.1000000000004
6650,86,120,90,-25300.0
5726,53,130,74,-17184.4
8469,27,434,48,-1524.6000000000004
6319,92,685,25,5556.5
9013,48,669,46,852.5999999999985
1390,23,682,41,-5903.9000000000015
4376,66,627,67,-13198.100000000002
8164,38,597,26,5839.6
8733,87,433,48,1619.3999999999996
1588,30,411,34,-3056.4000000000005
1544,26,358,63,-16266.100000000002
5699,36,233,96,-36003.4
2787,80,656,67,-13849.100000000002
3332,94,771,21,3145.1
8876,46,368,10,8846.0
714,32,806,74,-23750.4
9206,92,859,68,-7195.600000000002
3564,74,481,30,1374.0
8242,84,347,88,-22311.600000000006
4510,44,571,85,-27152.5
9009,56,307,12,8975.4
2626,10,674,48,-8183.6
4543,75,371,87,-26020.100000000006
9014,15,65,80,-21146.000000000004
9690,23,855,88,-26231.600000000006
7288,27,963,11,6992.1
9007,97,722,81,-15284.900000000001
7133,78,896,7,7438.9
7046,64,492,92,-28539.600000000006
4202,14,100,91,-35100.9
2193,53,424,85,-28704.5
6944,57,318,45,-413.5
7603,55,212,57,-5182.1
4449,51,13,59,-9598.900000000001
4554,91,552,38,936.3999999999996
1274,87,878,77,-21079.100000000002
5694,38,863,21,4331.1
583,84,582,1,662.1
1452,23,796,39,-5103.900000000001
194,69,724,36,-3672.4000000000005
6799,73,237,3,6973.9
6643,64,756,73,-14797.100000000002
2360,25,456,80,-27000.000000000004
4534,22,619,49,-6152.9000000000015
5506,15,567,63,-12997.100000000002
5535,85,360,21,5159.1
8257,14,416,58,-7414.600000000002
6202,80,535,81,-19466.9
1345,79,475,51,-7370.9000000000015
8839,78,274,56,-2159.4000000000015
6129,31,454,52,-5508.6
1813,50,881,83,-27793.100000000006
8884,95,362,94,-25482.4
6326,25,653,10,6086.0
1907,11,563,76,-25559.4
5740,67,267,45,-1167.5
1800,54,125,26,-108.40000000000009
3002,44,115,63,-13674.100000000002
5625,40,851,63,-11303.100000000002
6593,77,184,53,-3090.1000000000004
5964,78,310,45,-448.5
258,65,82,73,-21109.100000000002
2946,74,286,86,-26930.4
8566,37,880,85,-23691.5
9835,15,285,4,9816.6
4545,79,237,91,-28842.9
7767,53,572,55,-4140.500000000002
9095,36,250,68,-11114.600000000002
8958,34,343,70,-12672.0
3606,13,250,31,-699.9000000000005
7170,54,384,56,-5172.4000000000015
8723,98,940,90,-22147.0
972,73,646,20,471.9999999999998
671,51,525,56,-11839.400000000001
7545,16,529,90,-30705.0
6414,63,576,32,3412.3999999999996
1446,50,534,77,-23756.100000000002
2506,55,426,2,2596.4
2734,48,570,74,-20546.4
2675,65,936,1,2735.1
9981,47,540,43,2941.8999999999996
5792,27,542,54,-7038.4000000000015
7336,56,452,53,-3460.1000000000004
4140,95,265,82,-21017.600000000006
7439,92,923,82,-17964.600000000006
2283,55,304,43,-4412.1
1797,29,583,28,-1232.6000000000004
9037,44,448,60,-5963.0
8615,79,613,29,6785.099999999999
6258,59,147,66,-11192.400000000001
1016,50,296,76,-23486.4
7058,62,69,84,-22308.4
8166,92,223,46,2029.5999999999985
8726,59,386,34,5067.599999999999
3893,74,998,44,-2337.4000000000015
2375,93,663,90,-28945.0
2326,63,46,44,-4388.4000000000015
8539,54,137,94,-29681.4
188,45,518,43,-6937.1
1719,82,980,36,-1679.4000000000005
9641,99,782,94,-24349.4
6772,39,125,39,840.0999999999995
3658,13,791,55,-10449.500000000002
6604,98,831,85,-20468.5
2088,7,585,80,-28712.000000000004
1304,45,100,81,-27199.9
4528,34,228,80,-24112.000000000004
8032,11,948,57,-7261.1
9115,23,788,34,4232.599999999999
6319,29,53,90,-30761.0
6420,79,552,90,-26160.0
9621,77,190,27,8127.9
2360,73,382,38,-1941.6000000000004
6744,9,157,45,-2773.5
2909,35,173,36,-2181.4000000000005
1081,27,308,25,-1306.5
9903,29,211,35,4915.5
2680,77,551,10,2960.0
1579,52,413,75,-22083.500000000004
3475,41,441,86,-29239.4
4465,64,584,68,-13840.600000000002
7048,85,826,32,4750.4
5155,17,202,72,-19022.600000000002
9860,76,557,69,-8224.900000000001
1681,43,534,69,-18680.9
8731,69,697,70,-10449.0
7131,8,216,64,-12427.400000000001
4578,51,470,71,-16501.9
9138,35,516,36,4047.5999999999995
5759,6,441,68,-16490.600000000002
257,68,142,65,-16025.5
2840,77,336,52,-6405.6
8926,21,93,41,1550.0999999999985
9684,69,506,39,4922.099999999999
4072,37,205,76,-21418.4
3377,2,140,52,-9768.6
1040,27,689,95,-40617.5
2148,22,955,78,-25947.600000000002
5550,86,206,15,5737.5
6355,40,43,44,-1371.4000000000015
605,15,54,9,343.09999999999997
9335,38,717,52,-1938.6000000000004
65,67,927,2,179.4
8224,1,829,57,-7639.1
4712,53,966,31,1646.0999999999995
324,18,86,38,-6067.6
1392,70,671,32,-1385.6000000000004
1932,50,880,59,-12174.900000000001
9352,8,907,82,-22939.600000000006
3104,35,806,77,-23253.100000000002
931,23,757,53,-11614.1
2023,14,62,32,-2546.6000000000004
7617,98,585,93,-25649.100000000006
2483,36,895,28,-350.60000000000036
7101,62,664,51,-2481.9000000000015
9326,98,861,98,-28129.600000000006
3863,58,208,29,1424.0999999999995
2855,93,810,39,-970.9000000000005
8070,58,72,86,-23182.4
4903,8,389,44,-4231.4000000000015
6569,41,718,16,5970.6
8398,21,591,57,-6325.1
9882,54,767,6,10029.6
1072,55,263,14,881.5999999999999
5163,88,723,4,5436.6
3740,29,851,48,-6157.6
6362,3,736,70,-17438.0
6019,39,328,43,-1364.1000000000004
1195,64,80,48,-7022.6
8327,16,56,75,-18035.500000000004
1191,39,987,44,-6579.4000000000015
45,68,36,82,-27326.600000000006
7572,97,190,91,-24177.9
7617,83,733,16,7690.6
4981,70,209,19,4542.1
785,37,45,10,665.0
8255,27,919,62,-8906.600000000002
6065,87,674,42,1075.3999999999996
1229,48,211,10,1219.0
8048,80,822,52,-1041.6000000000004
5556,90,565,50,-2194.0
4649,64,574,80,-21591.000000000004
6300,41,521,71,-15489.900000000001
3151,58,764,32,-10.600000000000364
451,86,852,23,-163.10000000000036
3532,38,173,18,2628.3999999999996
6527,73,479,38,2225.3999999999996
4005,47,820,13,3787.9
8449,48,640,51,-1847.9000000000015
852,42,581,97,-41178.100000000006
2355,19,281,7,2247.9
52,99,902,18,246.39999999999986
1405,10,64,52,-11324.6
5667,65,566,47,-2102.1000000000004
4212,96,124,47,-2100.1000000000004
2679,49,14,44,-4651.4000000000015
4281,33,424,96,-37709.4
4141,69,164,60,-9359.0
8719,12,914,19,7178.1
9617,7,585,5,9529.5
7622,78,468,12,7852.4
3405,27,419,15,2707.5
4524,84,189,49,-3124.9000000000015
8319,80,328,8,8645.4
9684,11,58,87,-26447.100000000006
9356,10,108,40,1915.999999999999
2024,37,312,20,803.9999999999998
9696,11,803,83,-23147.100000000006
6336,23,188,58,-8813.600000000002
6567,67,391,38,2037.3999999999996
1608,88,453,2,1764.4
8645,59,113,14,8510.6
5845,24,766,5,5842.5
1075,58,515,72,-20150.600000000002
179,68,61,60,-13381.0
86,63,437,5,278.5
2183,59,312,8,2341.4
3040,49,223,9,3084.1
2355,26,830,22,555.3999999999996
7056,8,407,17,5775.9
7552,64,507,87,-23968.100000000006
2510,87,594,46,-3856.4000000000015
9547,89,846,43,4313.9
7577,38,82,63,-9477.100000000002
6396,55,718,36,2025.5999999999995
5418,40,367,6,5481.6
9350,16,615,89,-28038.9
5848,78,211,34,2835.5999999999995
2472,95,77,51,-5427.9000000000015
4637,11,630,19,3077.1
6465,62,426,28,4359.4
258,88,153,47,-6430.1
8640,34,774,69,-12342.900000000001
4741,46,210,94,-34231.4
4031,24,294,67,-16357.100000000002
5741,77,779,22,5063.4
3395,82,842,50,-4755.0
2724,76,455,25,1561.5
5054,51,766,33,1400.8999999999996
9569,6,139,23,7114.9
5983,92,49,64,-8199.400000000001
2404,67,889,12,2502.4
2197,96,494,35,-445.5
5625,76,637,67,-11279.100000000002
8164,28,350,50,-2686.0
568,86,61,47,-6214.1
1697,47,176,25,-190.5
3830,32,473,88,-31299.600000000006
9167,13,749,92,-31110.600000000006
9743,65,851,54,-1035.4000000000015
1583,60,6,94,-36073.4
4780,94,165,57,-5782.1
9012,85,246,81,-16251.900000000001
6536,28,119,53,-5744.1
2196,69,955,20,1615.9999999999998
89,30,466,81,-29629.9
1081,11,799,17,-148.10000000000014
6371,48,150,32,2889.3999999999996
5051,28,634,26,2466.6
7442,73,684,64,-7956.4000000000015
4324,89,483,98,-34013.600000000006
5844,53,574,33,2256.8999999999996
1109,85,351,7,1463.9
5431,32,109,96,-36655.4
118,69,165,95,-37549.5
7411,3,327,46,-2819.4000000000015
2588,5,557,1,2588.1
911,73,133,96,-37239.4
2548,94,707,1,2637.1
9171,94,448,90,-22059.0
1868,41,81,60,-13312.0
6542,98,110,42,2014.3999999999996
4759,31,713,56,-8871.400000000001
7054,57,468,67,-11123.100000000002
1172,98,511,1,1265.1
924,91,979,57,-9809.1
5131,15,648,31,887.0999999999995
5123,64,720,15,4980.5
1059,14,169,28,-2390.6000000000004
1491,39,159,67,-17892.100000000002
9934,31,300,47,566.8999999999996
8262,32,125,97,-34738.100000000006
7993,84,468,92,-25752.600000000006
1321,56,331,14,1144.6
6871,18,61,27,3784.8999999999996
3869,71,794,59,-8998.900000000001
3158,36,576,40,-3242.000000000001
3842,22,373,46,-5514.4000000000015
6090,8,838,35,367.5
2554,17,709,69,-19601.9
7635,51,316,71,-13444.900000000001
1468,98,598,25,855.5
1067,7,668,63,-17940.100000000002
9953,25,794,53,-2486.1000000000004
4929,96,310,76,-16077.400000000001
7184,56,72,34,3423.5999999999995
9535,89,490,86,-19051.4
9360,22,251,57,-5306.1
6040,97,573,92,-26509.600000000006
9796,36,204,50,-654.0
7290,32,929,63,-10142.100000000002
1339,60,533,17,942.8999999999999
1830,71,916,7,2086.9
773,36,903,16,94.59999999999991
6424,65,177,63,-8929.100000000002
5166,95,104,63,-8297.100000000002
7742,49,70,45,24.5
9151,78,453,39,4740.099999999999
2754,35,318,24,771.5999999999999
5049,65,93,96,-33869.4
5362,4,173,61,-12626.900000000001
3212,70,682,88,-28573.600000000006
9251,30,280,5,9278.5
2499,90,169,7,2888.9
2483,45,239,22,1101.3999999999996
1107,8,457,54,-12749.400000000001
6364,92,68,5,6701.5
5545,60,524,75,-17517.500000000004
9145,72,580,89,-23259.9
5258,65,108,77,-18789.100000000002
7750,43,557,34,3547.5999999999995
6376,79,61,18,6210.4
3583,72,575,20,3063.0
966,81,698,62,-12847.600000000002
2264,24,419,36,-3222.4000000000005
8483,95,177,6,8876.6
9796,6,990,21,7761.1
7160,19,394,67,-13563.100000000002
4448,81,408,86,-24826.4
8661,19,236,89,-28460.9
234,46,549,69,-19920.9
6933,6,703,40,-667.0000000000009
4339,74,76,3,4516.9
6394,99,260,59,-4821.9000000000015
3169,95,823,21,3003.1
5449,8,874,44,-3685.4000000000015
6812,26,923,44,-1530.4000000000015
1442,7,35,64,-18180.4
1591,71,42,42,-4070.6000000000004
1724,5,77,93,-40191.100000000006
2724,14,225,88,-33989.600000000006
2511,1,81,97,-43496.100000000006
8599,10,368,27,5296.9
802,21,783,41,-6573.9000000000015
5792,80,819,94,-29984.4
2535,11,228,90,-36165.0
9888,36,996,75,-14974.500000000004
2829,65,608,58,-9884.600000000002
1546,7,621,60,-15674.0
5191,84,432,92,-28554.600000000006
8154,13,9,61,-9285.900000000001
2580,67,171,81,-24141.9
7834,75,141,12,8028.4
4930,62,638,9,5091.1
6741,2,693,26,3480.6
9086,84,826,38,5202.4
8531,68,681,58,-4008.600000000002
5773,6,207,46,-4319.4000000000015
9232,85,491,14,9461.6
4417,94,808,31,2622.0999999999995
5282,59,710,80,-21358.000000000004
1011,33,479,2,1057.4
1401,21,4,86,-33033.4
6064,58,800,25,4451.5
7627,82,643,91,-25487.9
7718,53,546,91,-28035.9
5409,46,235,1,5450.1
3725,8,5,3,3704.9
2078,3,47,17,712.8999999999999
2971,57,894,15,2723.5
2771,53,205,49,-6396.9000000000015
5875,84,576,99,-33833.9
5971,85,507,61,-7076.9000000000015
169,60,874,57,-12331.1
5303,22,458,40,-1657.000000000001
1070,30,756,29,-2180.9000000000005
5892,39,134,21,4550.1
6287,92,719,96,-30039.4
4542,12,760,47,-5718.1
5731,23,946,6,5692.6
968,24,854,16,97.59999999999991
8224,72,46,52,-1281.6000000000004
3916,41,633,58,-10189.600000000002
7521,79,375,49,-372.90000000000146
6789,76,773,35,3446.5
2501,71,367,74,-19077.4
7986,60,55,45,763.5
2301,58,134,96,-37289.4
8003,84,407,59,-4097.9000000000015
1320,64,406,29,-944.9000000000005
7848,53,811,75,-15739.500000000004
7074,28,62,55,-6208.500000000002
5995,34,956,37,544.8999999999996
9458,30,450,46,469.59999999999854
1748,77,854,83,-25617.100000000006
5883,71,111,94,-30739.4
5923,53,825,97,-35040.100000000006
6092,84,673,68,-10853.600000000002
5890,14,971,40,-1390.000000000001
9991,31,255,74,-14547.400000000001
3524,55,240,50,-5976.0
9695,89,3,2,9853.4
9682,24,308,79,-19002.9
515,10,97,56,-14291.400000000001
8860,80,641,81,-16808.9
862,73,647,3,1036.9
4265,49,554,5,4387.5
960,81,115,23,230.89999999999964
333,12,956,24,-2201.4
8706,28,338,76,-17468.4
8861,50,609,85,-22291.5
6960,12,10,48,-3753.6000000000004
6491,63,993,36,2408.5999999999995
3349,72,322,65,-12673.5
7243,15,438,29,3557.0999999999995
4948,44,695,26,2779.6
9912,72,828,40,4951.999999999999
8005,21,201,15,7217.5
4798,7,805,5,4710.5
3017,74,149,58,-9174.600000000002
3643,48,403,20,2643.0
944,25,632,70,-21316.0
4127,87,515,16,4264.6
6062,83,130,17,6056.9
8073,59,443,50,-1227.0
1702,66,680,38,-2865.6000000000004
5709,91,602,84,-21221.4
610,40,911,59,-14086.900000000001
1567,89,279,19,1489.1
9816,73,340,55,-991.5000000000018
9517,89,966,86,-19069.4
3231,80,161,92,-30882.600000000006
5294,2,161,15,4221.5
7867,84,869,43,2418.8999999999996
9626,98,983,30,8156.0
413,46,898,81,-28009.9
492,55,233,40,-5148.000000000001
8229,82,545,44,2350.5999999999985
7617,91,125,21,7367.1
8489,81,663,57,-2814.1000000000004
6875,87,672,37,3385.8999999999996
6949,5,40,23,4471.9
5945,70,60,63,-9093.100000000002
291,6,54,14,-585.4000000000001
4436,86,75,14,4679.6
2329,69,971,29,209.09999999999945
8397,73,314,41,3153.0999999999985
7104,67,937,12,7202.4
2233,29,444,36,-3073.4000000000005
1511,49,954,43,-5442.1
7316,21,147,6,7265.6
6230,87,970,1,6312.1
1109,70,609,22,277.39999999999964
5350,40,438,48,-4019.6000000000004
5198,43,251,44,-2396.4000000000015
7360,22,473,5,7347.5
6531,24,42,84,-26027.4
9716,88,571,36,6533.599999999999
6420,88,479,5,6737.5
8657,30,595,51,-2557.9000000000015
2617,43,718,16,2050.6
9873,53,860,19,9111.1
7675,42,348,63,-9127.100000000002
7183,20,565,41,-233.90000000000146
4644,2,943,33,-626.1000000000004
2346,90,611,31,427.09999999999945
1109,17,552,6,1034.6
5155,33,59,61,-11064.900000000001
3386,70,236,4,3587.6
7829,64,274,33,4604.9
3000,57,885,40,-2560.000000000001
2446,67,615,92,-32863.600000000006
2953,35,675,38,-2792.6000000000004
8476,39,238,35,3838.5
9053,96,542,84,-17457.4
7201,17,600,64,-11781.400000000001
4527,91,755,33,2193.8999999999996
7747,68,945,9,7962.1
8196,6,162,53,-5250.1
716,97,81,2,890.4
9892,40,989,47,947.8999999999996
2319,42,436,26,98.59999999999991
3573,97,852,53,-5050.1
8738,83,782,74,-11952.400000000001
4405,88,31,34,1732.5999999999995
3305,2,520,87,-33609.100000000006
3358,80,72,41,-1598.9000000000015
475,54,142,29,-2079.9000000000005
8032,65,235,75,-14655.500000000004
1989,14,657,22,-74.60000000000036
3799,14,640,47,-6367.1
268,56,448,10,337.99999999999994
427,17,640,46,-9159.400000000001
3297,76,357,64,-11909.400000000001
4283,76,431,25,3120.5
9678,64,618,68,-8627.600000000002
9321,26,593,63,-8489.100000000002
5311,15,296,6,5224.6
1532,71,938,39,-3151.9000000000005
1207,37,293,88,-33482.600000000006
2326,93,993,11,2756.1
9398,72,871,82,-17645.600000000006
4969,9,250,48,-5888.6
466,42,631,64,-16916.4
3742,36,93,7,3753.9
1486,6,6,97,-44036.100000000006
5589,90,541,40,1348.999999999999
5778,22,848,48,-4455.6
1118,92,449,87,-27966.100000000006
2071,45,689,9,2079.1
1975,4,607,22,-308.60000000000036
2614,27,198,23,642.8999999999996
4162,27,332,18,3060.3999999999996
3753,17,128,58,-11744.600000000002
6639,56,853,71,-14085.900000000001
2924,33,682,69,-18127.9
3936,79,701,79,-20403.9
2480,67,413,36,-1458.4000000000005
5886,53,332,44,-1268.4000000000015
3498,44,743,25,1535.5
1734,74,840,2,1862.4
3401,40,143,77,-22571.100000000002
673,92,868,97,-36507.100000000006
8625,63,877,20,7925.0
3667,78,949,4,3900.6
2286,63,278,72,-18579.600000000002
9173,74,81,99,-31525.9
2972,62,987,65,-13700.5
3121,41,733,35,-1446.5
6296,70,199,22,5464.4
6856,39,485,75,-17781.500000000004
7471,37,936,58,-6866.600000000002
642,48,311,43,-6354.1
1265,91,145,69,-15784.900000000001
918,86,218,52,-7859.6
2599,36,5,30,-731.0
6576,99,892,94,-27414.4
2867,24,896,48,-7270.6
4041,38,325,27,1494.8999999999996
2878,90,165,4,3159.6
9330,94,411,96,-26804.4
4216,77,586,30,2116.0
8721,81,533,94,-26961.4
477,49,159,9,521.0999999999999
4771,37,934,18,3849.3999999999996
466,1,789,51,-12227.900000000001
3418,52,263,53,-7590.1
6050,4,866,45,-3692.5
530,63,790,32,-2471.6000000000004
3817,68,782,47,-3811.1000000000004
2368,50,34,42,-4175.6
5561,12,501,8,5343.4
2484,66,73,57,-9674.1
1595,9,971,28,-1994.6000000000004
1219,9,5,21,-752.9000000000001
7520,92,662,36,4481.599999999999
1181,73,533,48,-6604.6
8486,92,974,57,-2190.1000000000004
4470,70,550,69,-14028.900000000001
5092,26,542,29,1725.0999999999995
5331,99,717,93,-27842.100000000006
9697,75,628,23,8829.9
8203,39,661,18,7317.4
4226,70,224,81,-22252.9
4231,40,163,72,-18290.600000000002
513,47,702,5,625.5
9736,16,242,94,-32056.4
7717,39,29,6,7774.6
5389,45,837,37,345.89999999999964
8033,35,434,48,-1576.6000000000004
495,44,883,88,-33578.600000000006
8329,44,239,29,5484.099999999999
6322,74,397,2,6450.4
3960,7,69,73,-21641.100000000002
7437,62,520,17,7074.9
6593,91,451,6,6962.6
6851,78,452,12,7081.4
118,24,595,69,-21554.9
9542,58,946,14,9393.6
6619,88,704,48,-446.60000000000036
2830,22,518,46,-6526.4000000000015
9937,69,577,79,-15192.900000000001
301,97,728,95,-34706.5
7045,20,858,72,-16916.600000000002
4340,65,780,49,-4239.9000000000015
9979,24,149,15,9236.5
6013,79,573,51,-2702.9000000000015
4719,21,923,69,-17160.9
7180,70,300,44,773.5999999999985
9171,48,186,26,7106.6
968,3,544,78,-28609.600000000002
8106,56,588,45,703.5
4162,52,309,54,-7318.4000000000015
7573,1,370,79,-22928.9
5304,65,260,72,-15417.600000000002
3747,67,583,76,-19463.4
6818,33,338,61,-9401.900000000001
6783,66,467,48,-1338.6000000000004
8195,84,3,31,6090.099999999999
2541,93,612,5,2883.5
6531,44,163,41,98.09999999999854
6753,30,559,35,1800.5
7747,81,808,22,7157.4
7458,77,82,33,4662.9
6569,75,261,15,6591.5
8721,82,548,67,-7781.100000000002
4200,12,25,80,-26200.000000000004
7438,15,288,56,-7088.4000000000015
9104,90,913,10,9514.0
5279,65,339,63,-10074.100000000002
1387,3,892,31,-3228.9000000000005
5084,13,434,72,-19381.600000000002
1226,65,761,82,-26391.600000000006
8983,88,750,83,-17469.100000000006
256,85,773,56,-10350.400000000001
9064,42,595,23,7437.9
6379,9,786,10,5979.0
639,49,764,53,-10528.1
6627,62,763,33,3336.8999999999996
7375,12,844,64,-11927.400000000001
580,68,522,5,797.5
7587,62,9,42,1547.3999999999996
2367,21,64,13,1811.9
1800,67,107,74,-20074.4
9787,93,542,47,3333.8999999999996
5552,27,246,21,3958.1
4255,61,315,66,-13063.400000000001
3106,38,243,69,-17600.9
1496,94,348,52,-6865.6
3016,94,859,63,-10510.100000000002
211,17,27,29,-3416.9000000000005
7682,31,8,92,-30939.600000000006
89,31,396,28,-2884.6000000000004
1281,19,510,30,-2559.0
3004,8,359,62,-15335.600000000002
1910,17,62,30,-1990.0
4545,58,875,60,-9615.0
5005,6,60,65,-15307.5
4828,21,721,3,4846.9
3004,79,89,9,3318.1
5412,38,764,95,-35200.5
4331,94,434,83,-21623.100000000006
3649,15,400,20,1988.9999999999998
7136,88,407,94,-27888.4
1841,78,850,19,1554.1
6487,16,698,42,-1484.6000000000004
7972,7,939,95,-35585.5
9148,25,229,12,8742.4
1838,40,841,44,-5888.4000000000015
2123,83,39,66,-13743.400000000001
9073,18,326,32,4631.4
5843,70,748,39,1120.0999999999995
2004,25,73,25,-433.5
7292,40,419,83,-23144.100000000006
4069,35,494,55,-8828.500000000002
3405,31,534,9,3287.1
9846,33,567,48,140.39999999999964
7561,51,761,39,2097.0999999999995
4315,98,119,64,-9483.400000000001
6000,51,324,11,5968.1
6030,44,475,1,6069.1
39,85,958,56,-10567.400000000001
9829,9,438,73,-15626.100000000002
4894,38,494,33,811.8999999999996
6894,32,660,96,-35192.4
9732,87,404,8,10114.4
2118,11,352,18,728.3999999999999
1747,74,199,12,1929.4
2913,22,811,6,2868.6
3503,58,227,61,-11191.900000000001
4109,91,372,97,-33168.100000000006
7021,88,613,11,7396.1
7892,30,87,39,1609.0999999999995
5395,10,773,50,-6355.0
5523,14,858,54,-8009.4000000000015
8181,90,399,30,6471.0
234,78,225,17,143.89999999999986
2320,60,123,88,-30345.600000000006
6232,48,359,83,-23540.100000000006
6621,86,17,3,6834.9
9232,16,293,96,-34390.4
3619,82,273,99,-36287.9
3581,8,974,70,-19869.0
7376,44,357,1,7415.1
1425,7,302,2,1419.4
5120,42,232,95,-35112.5
7431,10,639,94,-34925.4
2912,72,894,32,198.39999999999964
1099,63,435,78,-23798.600000000002
5620,47,199,61,-9745.900000000001
1880,70,693,44,-4526.4000000000015
7830,46,203,51,-2568.9000000000015
3204,91,438,50,-4496.0
2893,22,832,46,-6463.4000000000015
2223,67,86,72,-18354.600000000002
5718,21,746,84,-27092.4
8295,51,784,71,-12784.900000000001
9105,24,353,93,-31043.100000000006
2655,1,263,44,-6787.4000000000015
7928,12,274,71,-15920.900000000001
4816,28,138,19,3579.1
5330,25,718,81,-24793.9
9218,38,708,72,-13447.600000000002
7208,39,908,60,-8092.0
6802,20,34,53,-5902.1
6063,44,473,51,-4437.9000000000015
9684,92,27,34,7147.599999999999
3769,38,855,16,3122.6
3354,97,801,16,3651.6
3867,92,243,75,-16795.500000000004
5966,90,574,91,-26420.9
2837,49,431,92,-34128.600000000006
7786,47,206,37,2816.8999999999996
3017,15,838,95,-39780.5
6543,46,284,32,2997.3999999999996
5822,5,682,50,-6178.0
5024,45,495,20,3964.0
6260,47,36,82,-22833.600000000006
2407,36,998,47,-6725.1
9461,14,689,32,4891.4
9901,94,734,11,10342.1
4070,83,590,89,-27355.9
7197,76,16,91,-26463.9
3789,81,416,27,2403.8999999999996
597,14,271,30,-3393.0
1882,51,622,42,-4619.6
4904,29,143,35,-83.5
199,2,901,82,-32584.600000000006
3091,24,146,70,-19239.0
5545,57,163,82,-22728.600000000006
6135,51,367,72,-15594.600000000002
9102,28,260,8,9012.4
2469,67,902,8,2691.4
2360,22,819,3,2381.9
204,98,478,90,-30666.0
9401,1,494,17,8001.9
39,56,900,6,198.6
5951,97,124,58,-4906.600000000002
373,68,159,96,-38257.4
1086,19,980,15,268.5
7162,90,47,35,4309.5
9698,87,772,92,-23771.600000000006
4859,12,528,43,-3685.1000000000004
4227,84,335,80,-20413.000000000004
3947,8,620,12,3337.4
2925,32,96,10,2755.0
69,97,890,79,-22848.9
6935,60,905,39,1822.0999999999995
4877,51,3,27,2681.8999999999996
1639,22,642,23,-447.10000000000036
1892,61,269,65,-14845.5
2779,33,427,17,1923.8999999999999
2918,65,313,2,3028.4
3285,60,784,5,3462.5
8779,32,327,22,7111.4
5093,20,887,2,5113.4
5238,28,897,77,-21658.100000000002
6936,11,583,32,2270.3999999999996
3469,47,535,31,217.09999999999945
2660,93,907,95,-32727.5
5336,85,440,6,5669.6
6632,24,132,95,-35310.5
8825,50,182,63,-7473.100000000002
778,1,264,69,-22481.9
9901,29,278,43,2087.8999999999996
5493,94,243,32,3483.3999999999996
5438,77,431,75,-16349.500000000004
6127,95,282,39,2379.0999999999995
2698,23,5,4,2711.6
3576,25,597,52,-8373.6
6503,52,553,54,-4977.4000000000015
1939,16,36,7,1810.9
8022,59,299,13,7960.9
727,71,361,94,-35895.4
1609,57,250,2,1703.4
6007,37,731,96,-35599.4
9848,6,469,4,9793.6
5461,68,137,78,-19046.600000000002
5156,91,344,65,-9631.5
323,48,111,36,-4299.400000000001
351,15,100,98,-45238.600000000006
6692,27,930,58,-8225.600000000002
5448,57,531,92,-30781.600000000006
5742,73,616,8,6012.4
5544,50,337,40,-296.0000000000009
2191,14,666,4,2168.6
9119,1,243,20,7179.0
9955,33,800,22,8309.4
3695,99,422,79,-19064.9
899,53,39,20,-1.0000000000002274
1796,33,927,43,-5845.1
3396,96,811,75,-16966.500000000004
6964,90,587,16,7149.6
823,59,430,70,-19057.0
6861,21,405,49,-3874.9000000000015
5038,83,175,18,4944.4
4183,12,211,70,-18987.0
5224,43,793,3,5308.9
3840,63,187,15,3682.5
9810,17,7,40,2649.999999999999
3660,48,78,51,-6636.9000000000015
4008,71,622,52,-5549.6
6147,57,461,17,5699.9
7412,80,395,56,-3474.4000000000015
6579,96,783,98,-31072.600000000006
778,91,231,40,-3422.000000000001
5549,45,467,29,2733.0999999999995
6866,57,979,79,-19211.9
4432,44,327,75,-19830.500000000004
8555,4,154,49,-3013.9000000000015
5644,81,886,3,5842.9
7711,18,684,80,-22209.000000000004
8292,15,607,33,3450.8999999999996
1973,13,735,6,1874.6
8767,80,138,54,-1201.4000000000015
5315,23,664,85,-28132.5
6937,91,164,56,-3333.4000000000015
9783,1,619,64,-10223.400000000001
1448,13,407,73,-23715.100000000002
9784,87,23,41,5114.0999999999985
7676,34,214,88,-27277.600000000006
4533,58,966,57,-8081.1
6154,12,35,22,4046.3999999999996
2029,73,176,3,2203.9
3090,41,910,45,-4987.5
8641,4,795,18,7125.4
681,89,426,87,-28664.100000000006
3870,25,220,16,3015.6
5742,78,30,59,-6712.9000000000015
9069,3,641,66,-12077.400000000001
